FirstAuthor,Year,Journal,doi,ColourMap
Chouchou,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2017.06.033,jet-like
Kobayashi,2017,Acta medica Okayama,10.18926/AMO/55201,jet
Andrade,2017,Journal of neuroengineering and rehabilitation,10.1186/s12984-017-0276-4,jet
Wang,2017,International journal of neural systems,10.1142/S0129065717500307,jet
Leroy,2017,PloS one,10.1371/journal.pone.0178817,jet
Brilmayer,2017,Cortex; a journal devoted to the study of the nervous system and behavior,10.1016/j.cortex.2017.05.003,jet
Waterstraat,2017,NeuroImage,10.1016/j.neuroimage.2017.06.025,jet
van den Broeke,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2017.05.006,jet
Ethridge,2017,Molecular autism,10.1186/s13229-017-0140-1,jet
Harper,2017,Psychophysiology,10.1111/psyp.12906,jet
Mennella,2017,Psychophysiology,10.1111/psyp.12904,RdYlBu
Bourel-Ponchel,2017,NeuroImage. Clinical,10.1016/j.nicl.2017.05.004,jet
Wang,2017,Journal of experimental psychology. General,10.1037/xge0000328,jet
Chang,2017,eNeuro,10.1523/ENEURO.0061-17.2017,NA
Rasheed,2017,Computers in biology and medicine,10.1016/j.compbiomed.2017.05.005,NA
Shou,2017,Journal of neural engineering,10.1088/1741-2552/aa6b6b,jet
Avarvand,2017,Journal of neural engineering,10.1088/1741-2552/aa6d8b,greyscale
Sarkisova,2017,"Doklady biological sciences : proceedings of the Academy of Sciences of the USSR, Biological sciences sections",10.1134/S0012496617020077,jet
Cheng,2017,Neuroscience research,10.1016/j.neures.2017.04.013,jet
Kalfaoğlu,2017,Journal of experimental psychology. Human perception and performance,10.1037/xhp0000417,jet
Stupacher,2017,Frontiers in neuroscience,10.3389/fnins.2017.00208,jet
Bigliassi,2017,Physiology & behavior,10.1016/j.physbeh.2017.04.023,jet
Koerner,2017,Hearing research,10.1016/j.heares.2017.04.009,NA
Aliakbaryhosseinabadi,2017,Journal of neuroscience methods,10.1016/j.jneumeth.2017.04.008,jet
Thornton,2017,Brain and language,10.1016/j.bandl.2017.03.011,jet
Thanaraj,2017,Australasian physical & engineering sciences in medicine,10.1007/s13246-017-0550-6,jet
Saltuklaroglu,2017,NeuroImage,10.1016/j.neuroimage.2017.04.022,RdYlBu
Nariai,2017,Epilepsia,10.1111/epi.13735,jet-like
González-Villar,2017,Brain topography,10.1007/s10548-017-0561-3,NOACCESS
Deng,2017,Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases,10.3760/cma.j.issn.1001-0939.2017.04.003,RdYlBu
Jiang,2017,Neuron,10.1016/j.neuron.2017.03.021,jet
Li,2017,IEEE journal of biomedical and health informatics,10.1109/JBHI.2017.2654479,jet
Herding,2017,Frontiers in human neuroscience,10.3389/fnhum.2017.00118,parula
Kucewicz,2017,Brain : a journal of neurology,10.1093/brain/awx043,RdYlBu
Migliorelli,2017,Journal of neural engineering,10.1088/1741-2552/aa684c,jet
Tipura,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2017.02.009,jet
Boudewyn,2017,Psychophysiology,10.1111/psyp.12820,RdBu
Pellicciari,2017,Frontiers in cellular neuroscience,10.3389/fncel.2017.00038,jet
Bonhage,2017,NeuroImage,10.1016/j.neuroimage.2017.03.018,NA
Chen,2017,PloS one,10.1371/journal.pone.0173138,parula
Lieb,2017,Journal of neural engineering,10.1088/1741-2552/aa654b,NA
Ke Lin,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2016.7592064,jet
Malinowska,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2016.7591977,jet
Rodrigues,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2016.7591970,NA
Chaudhuri,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2016.7591625,NA
Maki,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2016.7591538,NA
Genna,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2016.7591030,NA
Jalilifard,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2016.7590833,jet-like
Caldero-Bardaji,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2016.7590830,NA
Jalilifard,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2016.7590827,jet
Hesse,2017,Frontiers in human neuroscience,10.3389/fnhum.2017.00070,jet
van 't Klooster,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2017.01.017,RdYlBu
Bourel-Ponchel,2017,Frontiers in neuroscience,10.3389/fnins.2017.00059,jet
Messerotti Benvenuti,2017,Biological psychology,10.1016/j.biopsycho.2017.02.007,hot
Navarrete,2017,"Journal of physiology, Paris",10.1016/j.jphysparis.2017.02.003,NA
Edagawa,2017,Scientific reports,10.1038/srep42721,jet-like
González-Villar,2017,Psychophysiology,10.1111/psyp.12843,jet
Bidelman,2017,Neuroscience,10.1016/j.neuroscience.2017.02.015,jet
Kim,2017,"Sensors (Basel, Switzerland)",10.3390/s17020326,NA
Wang,2017,Frontiers in neuroscience,10.3389/fnins.2017.00028,NA
Singh,2017,Computational and mathematical methods in medicine,10.1155/2017/1861645,jet
Yazmir,2017,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2017.02.007,jet
Traitruengsakul,2017,Medical & biological engineering & computing,10.1007/s11517-017-1616-z,jet
Scharinger,2017,Frontiers in human neuroscience,10.3389/fnhum.2017.00006,RdBu
Samaha,2017,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.3413-16.2017,jet
Richard,2017,Journal of neural engineering,10.1088/1741-2552/aa536e,jet
Litcofsky,2017,Neuropsychologia,10.1016/j.neuropsychologia.2017.02.002,NA
Wang,2017,Biomedical engineering online,10.1186/s12938-016-0255-1,NA
Mumtaz,2017,PloS one,10.1371/journal.pone.0171409,jet
Töllner,2017,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.1752-16.2017,jet
Nieuwland,2017,Journal of cognitive neuroscience,10.1162/jocn_a_01091,NA
Siddiqui,2017,"Sleep science (Sao Paulo, Brazil)",10.1016/j.slsci.2016.07.002,jet
Wokke,2017,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.1612-16.2016,jet
Manoochehri,2017,Epilepsia,10.1111/epi.13689,NA
Chen,2017,IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society,10.1109/TNSRE.2016.2604393,parula
Jmail,2017,Physiological measurement,10.1088/1361-6579/38/2/N42,NA
Bhattacharyya,2017,IEEE transactions on bio-medical engineering,10.1109/TBME.2017.2650259,jet
Canal,2017,"Journal of experimental psychology. Learning, memory, and cognition",10.1037/xlm0000351,jet
Heinrichs-Graham,2017,Cortex; a journal devoted to the study of the nervous system and behavior,10.1016/j.cortex.2016.11.016,NA
Solis-Escalante,2018,NeuroImage,10.1016/j.neuroimage.2018.12.045,jet
Park,2018,World neurosurgery,10.1016/j.wneu.2018.12.024,jet
Tisseyre,2018,Behavioural brain research,10.1016/j.bbr.2018.12.034,parula
Patron,2018,NeuroImage,10.1016/j.neuroimage.2018.12.035,NA
Senay,2018,Healthcare technology letters,10.1049/htl.2018.5029,jet
Nan,2018,Psychophysiology,10.1111/psyp.13313,jet
Rangel-Gomez,2018,Addictive behaviors,10.1016/j.addbeh.2018.11.013,jet
Proskovec,2018,NeuroImage,10.1016/j.neuroimage.2018.12.016,NA
Pailla,2018,Journal of neural engineering,10.1088/1741-2552/aaf13f,jet
Sato,2018,Journal of visualized experiments : JoVE,10.3791/58187,jet
González-Garrido,2018,Data in brief,10.1016/j.dib.2018.10.105,jet
Cui,2018,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2018.8512894,NA
Mahapatra,2018,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2018.8513017,parula
Shi,2018,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2018.8512914,NA
Shou,2018,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2018.8512718,parula
Phan,2018,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2018.8512286,jet
Lagarde,2018,Epilepsia,10.1111/epi.14604,jet
Yaple,2018,Frontiers in neuroscience,10.3389/fnins.2018.00776,NA
Bhattacharyya,2018,IEEE transactions on bio-medical engineering,10.1109/TBME.2018.2881051,hot
Yang,2018,Sleep medicine,10.1016/j.sleep.2018.07.026,jet
Ou,2018,Neuropsychologia,10.1016/j.neuropsychologia.2018.10.028,parula
Popov,2018,Frontiers in neuroscience,10.3389/fnins.2018.00711,jet
Li,2018,Frontiers in neurology,10.3389/fneur.2018.00822,parula
Villena-González,2018,Frontiers in human neuroscience,10.3389/fnhum.2018.00389,jet
Sanders,2018,British journal of anaesthesia,10.1016/j.bja.2018.07.006,RdBu
Mao,2018,Hearing research,10.1016/j.heares.2018.09.006,jet
Salyers,2018,IEEE transactions on bio-medical engineering,10.1109/TBME.2018.2876068,jet
Grappe,2018,Journal of computational neuroscience,10.1007/s10827-018-0699-3,NA
Roach,2018,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2018.08.011,jet
Alsufyani,2018,Psychophysiology,10.1111/psyp.13279,jet-like
Martínez,2018,The American journal of psychiatry,10.1176/appi.ajp.2018.18010072,NA
McClay,2018,"Diseases (Basel, Switzerland)",10.3390/diseases6040089,NA
May,2018,Human brain mapping,10.1002/hbm.24373,jet
Debnath,2018,NeuroImage,10.1016/j.neuroimage.2018.09.053,jet
Grasso,2018,Cortex; a journal devoted to the study of the nervous system and behavior,10.1016/j.cortex.2018.08.009,jet
Liu,2018,Human brain mapping,10.1002/hbm.24378,jet
Proskovec,2018,NeuroImage,10.1016/j.neuroimage.2018.09.022,jet
Tokimoto,2018,Frontiers in psychology,10.3389/fpsyg.2018.01574,jet
Schneider,2018,Brain and language,10.1016/j.bandl.2018.09.002,jet
Vecchiato,2018,Brain research,10.1016/j.brainres.2018.09.004,NA
Maksimenko,2018,PloS one,10.1371/journal.pone.0197642,hot
Kuo,2018,Epilepsy research,10.1016/j.eplepsyres.2018.07.006,RdYlBu
Vilhelmsen,2018,Psychophysiology,10.1111/psyp.13281,jet
Ruffini,2018,Annals of biomedical engineering,10.1007/s10439-018-02112-0,parula
Wang,2018,"Sensors (Basel, Switzerland)",10.3390/s18092826,NA
Liang,2018,Computational intelligence and neuroscience,10.1155/2018/1943565,jet-like
Shibata,2018,Acta medica Okayama,10.18926/AMO/56166,jet
Laventure,2018,Sleep,10.1093/sleep/zsy142,jet-like
Alazrai,2018,"Sensors (Basel, Switzerland)",10.3390/s18082739,NA
Zhang,2018,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,10.7507/1001-5515.201708043,jet-like
Zhang,2018,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,10.7507/1001-5515.201701002,NA
Kagitani-Shimono,2018,Epilepsy & behavior : E&B,10.1016/j.yebeh.2018.05.035,REMOVE
Grosselin,2018,Journal of neuroscience methods,10.1016/j.jneumeth.2018.08.011,jet
Bowers,2018,Psychophysiology,10.1111/psyp.13208,jet
Peterson,2018,eNeuro,10.1523/ENEURO.0207-18.2018,parula
He,2018,Frontiers in psychology,10.3389/fpsyg.2018.01348,jet
Mei,2018,Scientific reports,10.1038/s41598-018-30294-z,NA
Tapani,2018,International journal of neural systems,10.1142/S0129065718500302,NA
Jacob,2018,Neurology research international,10.1155/2018/1613456,jet
Zhu,2018,NeuroImage,10.1016/j.neuroimage.2018.07.006,jet
Davis,2018,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2018.06.021,jet
Piispala,2018,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2018.06.022,NA
Fahrenfort,2018,Frontiers in neuroscience,10.3389/fnins.2018.00368,REMOVE
Yang,2018,Neurobiology of aging,10.1016/j.neurobiolaging.2018.06.007,jet-like
Ikemoto,2018,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2018.06.023,parula
Weisdorf,2018,Journal of neurophysiology,10.1152/jn.00320.2018,NA
Ge,2018,IEEE journal of biomedical and health informatics,10.1109/JBHI.2017.2775657,NA
Paul,2018,Brain informatics,10.1186/s40708-018-0084-z,jet
Schneider,2018,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2018.07.002,jet
Bauch,2018,Neurobiology of learning and memory,10.1016/j.nlm.2018.07.001,NA
Melkonian,2018,PloS one,10.1371/journal.pone.0198929,greyscale
Khan,2018,Computers in biology and medicine,10.1016/j.compbiomed.2018.06.018,jet
Zink,2018,Brain structure & function,10.1007/s00429-018-1694-1,greyscale
Rocchi,2018,Frontiers in neuroscience,10.3389/fnins.2018.00400,jet
Zhao,2018,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,10.7507/1001-5515.201708061,jet
Schlichting,2018,Psychological research,10.1007/s00426-018-1039-y,jet
Genna,2018,Brain research,10.1016/j.brainres.2018.06.014,jet
Solís-Vivanco,2018,NeuroImage. Clinical,10.1016/j.nicl.2018.03.024,jet
Jenson,2018,NeuroImage. Clinical,10.1016/j.nicl.2018.05.026,jet
Puszta,2018,Frontiers in human neuroscience,10.3389/fnhum.2018.00188,NA
Fiscon,2018,BMC medical informatics and decision making,10.1186/s12911-018-0613-y,greyscale
Huang,2018,Neuroreport,10.1097/WNR.0000000000001066,parula
Roeder,2018,Journal of neurophysiology,10.1152/jn.00613.2017,NA
Liu,2018,"Entropy (Basel, Switzerland)",10.3390/e20060419,NA
Sweeti,2018,Journal of healthcare engineering,10.1155/2018/9213707,jet
Crasta,2018,Neuropsychologia,10.1016/j.neuropsychologia.2018.05.017,jet
Simon-Dack,2018,Biological psychology,10.1016/j.biopsycho.2018.05.008,NA
Sharma,2018,Computers in biology and medicine,10.1016/j.compbiomed.2018.04.025,NA
Shaw,2018,Cognitive processing,10.1007/s10339-018-0869-2,jet
Jiang,2018,Frontiers in human neuroscience,10.3389/fnhum.2018.00175,NA
Sheela,2018,International journal of developmental neuroscience : the official journal of the International Society for Developmental Neuroscience,10.1016/j.ijdevneu.2018.05.002,greyscale
Zhang,2018,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,10.7507/1001-5515.201702034,BuYl
Porta-Garcia,2018,Computational intelligence and neuroscience,10.1155/2018/2406909,jet
Jiang,2018,NeuroImage,10.1016/j.neuroimage.2018.05.007,jet
Watts,2018,Psychophysiology,10.1111/psyp.13195,jet
Pérez-Vidal,2018,"Sensors (Basel, Switzerland)",10.3390/s18051483,jet
González-Garrido,2018,Brain and cognition,10.1016/j.bandc.2018.04.006,jet
Ellis,2018,Biological psychology,10.1016/j.biopsycho.2018.05.001,jet
Watts,2018,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2018.04.013,jet
Samaha,2018,Scientific reports,10.1038/s41598-018-25093-5,jet
Zhang,2018,"Entropy (Basel, Switzerland)",10.3390/e20050311,jet
Del Río,2018,NeuroImage,10.1016/j.neuroimage.2018.04.041,NA
Tamás,2018,Frontiers in human neuroscience,10.3389/fnhum.2018.00130,RdBu
Kustermann,2018,Psychophysiology,10.1111/psyp.13088,jet
Kittilstved,2018,Frontiers in human neuroscience,10.3389/fnhum.2018.00126,jet
Yuan,2018,International journal of neural systems,10.1142/S0129065718500107,jet
Bian,2018,Computers in biology and medicine,10.1016/j.compbiomed.2018.03.018,NA
Beudel,2018,Parkinsonism & related disorders,10.1016/j.parkreldis.2018.03.029,jet
Tokiwa,2018,Epilepsy research,10.1016/j.eplepsyres.2018.03.021,RdBu
Popov,2018,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.2639-17.2018,jet
Pellicciari,2018,NeuroImage,10.1016/j.neuroimage.2018.04.011,NA
Bridwell,2018,Frontiers in human neuroscience,10.3389/fnhum.2018.00106,NA
Vassileiou,2018,NeuroImage,10.1016/j.neuroimage.2018.04.008,jet
Alkawadri,2018,Epileptic disorders : international epilepsy journal with videotape,10.1684/epd.2018.0962,YlPuRd
Barlaam,2018,Journal of neurophysiology,10.1152/jn.00637.2017,jet
Li,2018,International journal of neural systems,10.1142/S012906571850003X,jet
Bidelman,2018,NeuroImage,10.1016/j.neuroimage.2018.03.060,jet
Quitadamo,2018,International journal of neural systems,10.1142/S0129065718500016,jet
Bachman,2018,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2018.03.010,jet
Silva,2018,Journal of neurodevelopmental disorders,10.1186/s11689-018-9230-4,jet
Castelhano,2018,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2018.01.072,NA
Cekic,2018,Statistics in medicine,10.1002/sim.7621,NA
Gabard-Durnam,2018,Frontiers in neuroscience,10.3389/fnins.2018.00097,RdBu
Chavez,2018,IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society,10.1109/TNSRE.2018.2794184,parula
Kim,2018,Medical & biological engineering & computing,10.1007/s11517-017-1761-4,jet
Farrokhi,2018,Journal of neural engineering,10.1088/1741-2552/aab290,jet
Park,2018,Frontiers in human neuroscience,10.3389/fnhum.2018.00043,jet
Joucla,2018,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2018.02.007,NA
Glazer,2018,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2018.02.002,RdYlBu
Shin,2018,Scientific data,10.1038/sdata.2018.3,jet
Proskovec,2018,Human brain mapping,10.1002/hbm.23997,jet
Yellamsetty,2018,Hearing research,10.1016/j.heares.2018.01.006,parula
Nelson,2018,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2017.07.005,jet
Kobayashi,2018,Brain & development,10.1016/j.braindev.2018.01.004,jet
Legon,2018,Human brain mapping,10.1002/hbm.23981,jet
Crouch,2018,Scientific reports,10.1038/s41598-018-19707-1,NA
Feng,2018,IEEE transactions on biomedical circuits and systems,10.1109/TBCAS.2017.2762721,NA
Alegre-Cortés,2018,Frontiers in neuroinformatics,10.3389/fninf.2017.00077,NA
Kiat,2018,Journal of neurophysiology,10.1152/jn.00722.2017,jet
An,2018,Human brain mapping,10.1002/hbm.23977,NA
Corcoran,2018,Psychophysiology,10.1111/psyp.13064,jet
Vogelsang,2018,Journal of cognitive neuroscience,10.1162/jocn_a_01234,jet
Darriba,2018,Scientific reports,10.1038/s41598-017-18802-z,jet
Liu,2018,Brain research,10.1016/j.brainres.2018.01.005,jet
Cebolla,2018,Frontiers in psychology,10.3389/fpsyg.2017.02133,jet
Gong,2018,Brain & development,10.1016/j.braindev.2017.12.010,jet
Schmidt,2019,Brain stimulation,10.1016/j.brs.2019.12.008,NA
Ieracitano,2019,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2019.12.006,jet
Zhang,2019,Brain topography,10.1007/s10548-019-00750-8,jet
Zhu,2019,IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society,10.1109/TNSRE.2019.2953971,NA
Inomata,2019,Frontiers in human neuroscience,10.3389/fnhum.2019.00428,jet
Nikolin,2019,The European journal of neuroscience,10.1111/ejn.14656,parula
Hasan,2019,Brain sciences,10.3390/brainsci9120376,NA
Polat,2019,Biomedizinische Technik. Biomedical engineering,10.1515/bmt-2019-0098,parula
Li,2019,Annals of biomedical engineering,10.1007/s10439-019-02421-y,jet
Nieuwland,2019,Frontiers in human neuroscience,10.3389/fnhum.2019.00398,RdBu
Kim,2019,Autism : the international journal of research and practice,10.1177/1362361319874920,jet
Vila-Vidal,2019,NeuroImage,10.1016/j.neuroimage.2019.116410,RdPu
Thébault-Dagher,2019,Epilepsy research,10.1016/j.eplepsyres.2019.106217,jet
Messerotti Benvenuti,2019,Scientific reports,10.1038/s41598-019-53639-8,NA
Erdogdu,2019,Cognitive neurodynamics,10.1007/s11571-019-09544-x,jet
Gomez-Andres,2019,NeuroImage. Clinical,10.1016/j.nicl.2019.102075,jet
Moreau,2019,Journal of neurophysiology,10.1152/jn.00267.2019,parula
Nakazono,2019,Brain stimulation,10.1016/j.brs.2019.10.022,NA
Price,2019,Neuroscience,10.1016/j.neuroscience.2019.10.044,jet
Panitz,2019,Scientific reports,10.1038/s41598-019-52315-1,jet
Ethridge,2019,Frontiers in integrative neuroscience,10.3389/fnint.2019.00060,jet
Zhu,2019,Brain and behavior,10.1002/brb3.1450,jet
Jenson,2019,Neurobiology of learning and memory,10.1016/j.nlm.2019.107098,jet
Jia,2019,Frontiers in psychiatry,10.3389/fpsyt.2019.00691,jet
Li,2019,Human brain mapping,10.1002/hbm.24813,NA
Gudziol,2019,Handbook of clinical neurology,10.1016/B978-0-444-63855-7.00016-2,jet
Ross,2019,NeuroImage,10.1016/j.neuroimage.2019.116253,jet
Hosni,2019,Journal of neural engineering,10.1088/1741-2552/ab4c75,jet
Zhang,2019,Computer methods and programs in biomedicine,10.1016/j.cmpb.2019.105089,jet
Kang,2019,"Psychological trauma : theory, research, practice and policy",10.1037/tra0000519,NA
Paul,2019,Psychophysiology,10.1111/psyp.13481,jet
Liu,2019,International journal of neural systems,10.1142/S0129065719500242,parula
Katsumi,2019,Journal of cognitive neuroscience,10.1162/jocn_a_01475,jet
Vázquez-Marrufo,2019,PloS one,10.1371/journal.pone.0223055,NA
Bourel-Ponchel,2019,Frontiers in neurology,10.3389/fneur.2019.00809,NA
Zhu,2019,Frontiers in psychology,10.3389/fpsyg.2019.01979,jet
Müller,2019,Frontiers in integrative neuroscience,10.3389/fnint.2019.00050,jet-like
Arviv,2019,Scientific reports,10.1038/s41598-019-49788-5,jet
Serrano,2019,International journal of neural systems,10.1142/S0129065719500199,YlRdBkBu
Tafuro,2019,Neuropsychologia,10.1016/j.neuropsychologia.2019.107190,NA
Jin,2019,Frontiers in behavioral neuroscience,10.3389/fnbeh.2019.00189,parula
Bigdely-Shamlo,2019,NeuroImage,10.1016/j.neuroimage.2019.116054,RdYlBu
Embury,2019,NeuroImage. Clinical,10.1016/j.nicl.2019.101977,jet
Munia,2019,Scientific reports,10.1038/s41598-019-48870-2,jet
Kang,2019,Frontiers in neuroscience,10.3389/fnins.2019.00579,hot
Arya,2019,Epilepsy & behavior : E&B,10.1016/j.yebeh.2019.106455,NA
Ruffini,2019,Frontiers in neurology,10.3389/fneur.2019.00806,jet
Alday,2019,Psychophysiology,10.1111/psyp.13451,NA
Fortin,2019,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2019.07.005,jet
Ree,2019,"European journal of pain (London, England)",10.1002/ejp.1466,parula
Choi,2019,Computational intelligence and neuroscience,10.1155/2019/4259369,jet
Pang,2019,Frontiers in neuroscience,10.3389/fnins.2019.00744,jet
Aiba,2019,Heliyon,10.1016/j.heliyon.2019.e02092,parula
Nimmy John,2019,BMC neuroscience,10.1186/s12868-019-0519-3,NA
Jia,2019,Medical science monitor : international medical journal of experimental and clinical research,10.12659/MSM.917157,jet
Zhou,2019,eNeuro,10.1523/ENEURO.0142-19.2019,RdYlBu
Shen,2019,Neuropsychologia,10.1016/j.neuropsychologia.2019.107144,jet
Stewart,2019,Journal of abnormal psychology,10.1037/abn0000439,jet
Al-Salman,2019,Frontiers in neuroinformatics,10.3389/fninf.2019.00045,parula
Javed,2019,Journal of neuroscience methods,10.1016/j.jneumeth.2019.108317,YlGrBu
Burgess,2019,Frontiers in human neuroscience,10.3389/fnhum.2019.00212,parula
Samogin,2019,NeuroImage,10.1016/j.neuroimage.2019.07.007,NA
Chirumamilla,2019,Frontiers in neuroscience,10.3389/fnins.2019.00568,parula
Do Carmo-Blanco,2019,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2019.06.010,NA
Marchi,2019,Epilepsy research,10.1016/j.eplepsyres.2019.106155,NA
Yan,2019,Computational intelligence and neuroscience,10.1155/2019/9439407,jet
Leipold,2019,NeuroImage,10.1016/j.neuroimage.2019.06.030,hot
Roach,2019,NeuroImage. Clinical,10.1016/j.nicl.2019.101878,jet
Pscherer,2019,Human brain mapping,10.1002/hbm.24699,jet
Wamain,2019,Neuropsychologia,10.1016/j.neuropsychologia.2019.107121,jet
Gotman,2019,Epilepsy currents,10.1177/1535759719854756,NA
De Loof,2019,Psychophysiology,10.1111/psyp.13417,jet-like
Naganur,2019,Epilepsia open,10.1002/epi4.12327,NA
Jiang,2019,Frontiers in human neuroscience,10.3389/fnhum.2019.00152,RdBu
Li,2019,Journal of the American Statistical Association,10.1080/01621459.2017.1415908,parula
Girón,2019,Studies in health technology and informatics, ,NOACCESS
Cohen,2019,NeuroImage,10.1016/j.neuroimage.2019.05.048,RdBu
Hansen,2019,NeuroImage,10.1016/j.neuroimage.2019.05.054,jet
Pacheco Estefan,2019,Nature communications,10.1038/s41467-019-09569-0,NA
Chuang,2019,Frontiers in psychology,10.3389/fpsyg.2019.00855,parula
Zhao,2019,Computer methods and programs in biomedicine,10.1016/j.cmpb.2019.04.004,NA
Wang,2019,Medical & biological engineering & computing,10.1007/s11517-019-01978-z,NA
Hämäläinen,2019,NeuroImage,10.1016/j.neuroimage.2019.05.034,jet
Maresh,2019,"Cognitive, affective & behavioral neuroscience",10.3758/s13415-019-00719-x,NA
Novembre,2019,NeuroImage,10.1016/j.neuroimage.2019.05.032,RdBu
Proskovec,2019,Human brain mapping,10.1002/hbm.24625,jet
Kane,2019,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2019.03.004,NA
Henson,2019,Frontiers in neuroscience,10.3389/fnins.2019.00300,NA
Liu,2019,IEEE transactions on bio-medical engineering,10.1109/TBME.2019.2915185,parula
Ikegaya,2019,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2019.04.008,RdYlBu
Ugur,2019,Computer methods and programs in biomedicine,10.1016/j.cmpb.2019.03.013,parula
Silas,2019,Neuroscience letters,10.1016/j.neulet.2019.04.058,jet
Tanaka,2019,NeuroImage,10.1016/j.neuroimage.2019.04.049,NA
Asanowicz,2019,Biological psychology,10.1016/j.biopsycho.2019.04.005,jet
Gu,2019,Brain research,10.1016/j.brainres.2019.04.016,jet
